id,snippet,predicted_label,confidence,rationale
contractnli_565,"MUTUAL NON-DISCLOSURE AND NON-SOLICITATION AGREEMENT This Mutual Non-Disclosure and Non-Solicitation Agreement (this ""Agreement""), is made as of September 17, 2001 between EarthLink, Inc. a Delaware corporation (""EarthLink""), and PeoplePC, Inc., a Delaware corporation (""PeoplePC""). EarthLink and PeoplePC are sometimes referred to herein individually as a ""Party"" and collectively as the ""Parties."" 1. Purpose. EarthLink and PeoplePC wish to have discussions relating to a potential transaction (the ""Transaction"") between EarthLink (and/or its subsidiaries and stockholders) and PeoplePC (and/or its subsidiaries and stockholders). In the course of such discussions, each Party expects to make available to the other Party and its Representatives (as defined herein) Evaluation Material (as defined herein) concerning the businesses, financial condition, operations, assets, properties, liabilities, and prospects of such Party. As a condition to making such information available, each Party is entering this Agreement and agrees that all Evaluation Material received by it or its Representatives from the other Party or any of its Representatives shall be treated in accordance with this Agreement. 2. Certain Definitions. As used in this Agreement: (i) the term ""Receiving Party"" means the Party receiving Evaluation Material; (ii) the term ""Furnishing Party"" means the Party providing Evaluation Material or causing Evaluation Material to be provided; (iii) the term ""Representatives"" means the directors, officers, employees, agents or advisors (including, without limitation, attorneys, accountants, investment bankers, financial advisors and other consultants and advisors engaged in connection with the review and evaluation of the Transaction) of the specified Party; and (iv) the term ""Evaluation Material"" means all proprietary and confidential information concerning the Furnishing Party or any of its subsidiaries or affiliates, whether in verbal, visual, written, electronic or other…",Confidentiality (NDA) Agreements,0.95,This is a mutual non-disclosure agreement that protects confidential information exchanged during discussions of a potential transaction.
cuad_360,"Exhibit 10.6 ATTACHMENT A ERCHONIA CORPORATION EXCLUSIVE DISTRIBUTOR AGREEMENT This agreement (""Agreement"") is made by and between Erchonia Corporation. (""Erchonia"") whose address is 650 Atlantis Rd., Melbourne, Florida, USA, 32904 and InnerScope Hearing Technologies Inc, (""Distributor"") whose address is 2151 Professional Drive, Second Floor, Roseville, California, USA, 95661 hereafter referred to collectively as the (""Parties""). Recitals A. Erchonia is engaged in, among other things, the business of developing and promoting low level lasers. Erchonia desires to retain Distributor to promote, distribute and sell such equipment listed in Schedule A (the ""Products""). B. Distributor is engaged in the business of, among other things, selling medical products and services, specifically for the treatment of hearing disorders. C. Distributor desires to obtain the exclusive right to distribute the Products pursuant to the terms set for in this Agreement. D. The parties agree that these recitals shall be considered a term of this Agreement. NOW, THEREFORE, the parties agree: 1. Grant of License. a. Subject to the terms set forth in this agreement, Erchonia grants Distributor the exclusive, non- transferable right and license to promote, distribute and sell the Products identified in Exhibit A to those type of customer specified in Exhibit B and only within the Territory specified in Exhibit B. Distributor shall only distribute or sell the Products to customers who are licensed health care professionals and meet the other requirements set forth in Exhibit B. b. Erchonia retains the right, in its sole discretion, to add, delete, upgrade, or modify the Products from time to time. Upon receipt of notice of such change, Distributor shall cease to market and distribute earlier versions of the Products and/or Products deleted from Schedule A. Distributor will deliver, at Erchonia's expense, all recalled, discontinued or products otherwise rendered unmarketable (under the terms of…",Franchise Agreements,0.85,"The contract involves granting exclusive distribution rights, which aligns with franchise agreements that include terms about territory and royalties."
contractnli_41,"Attachment I. Non-Disclosure Agreement (Contractor) THIS NON-DISCLOSURE AGREEMENT (“Agreement”) is made by and between the State of Maryland (the “State”), acting by and through _______________________________________ (Issuing Agency Name) (the “Department” or “Agency” or “Authority” or “Commission”), and _____________________________________________ (the “Contractor”). RECITALS WHEREAS, the Contractor has been awarded a contract (the “Contract”) following the solicitation for ________________________________________________________ (Solicitation Title) Solicitation # ____________________; and WHEREAS, in order for the Contractor to perform the work required under the Contract, it will be necessary for the State at times to provide the Contractor and the Contractor’s employees, agents, and subcontractors (collectively the “Contractor’s Personnel”) with access to certain information the State deems confidential information (the “Confidential Information”). NOW, THEREFORE, in consideration of being given access to the Confidential Information in connection with the solicitation and the Contract, and for other good and valuable consideration, the receipt and sufficiency of which the parties acknowledge, the parties do hereby agree as follows: 1. Regardless of the form, format, or media on or in which the Confidential Information is provided and regardless of whether any such Confidential Information is marked as such, “Confidential Information” means (1) any and all information provided by or made available by the State to the Contractor in connection with the Contract and (2) any and all personally identifiable information (PII) (including but not limited to personal information as defined in Md. Ann. Code, General Provisions §4-101(h) and Md. Ann. Code, State Govt. § 10-1301(c)) and protected health information (PHI) as defined in 45 CFR 160.103 that is provided by a person or entity to the Contractor in connection with this Contract. Confidential Information…",Confidentiality (NDA) Agreements,0.95,This is a non-disclosure agreement that outlines the obligations of the contractor regarding confidential information provided by the State.
contractnli_313,"NON DISCLOSURE AGREEMENT AGREEMENT between American Clinical Board of Nutrition (ACBN) and __________________________________________ with an office at __________________________________________ , which is entered for the purpose of setting forth the basis under which each party will furnish and or disclose to the other party certain data, which may include sensitive, confidential member information, documentation and other technical, business and marketing information, in written, oral, graphic, electronic or other tangible form or through site surveys or visits, including but not limited to, each individual’s specialty networks, licensing/service agreements, technological and trade secrets connected thereto (collectively, the “information”). ______________________________________agrees as follows: 1. NON-DISCLOSURE a) The information shall be deemed the exclusive property of the furnishing party. The information and all copies thereof shall be returned to the furnishing party upon the furnishing party’s request. The receiving party will not use the information for any purpose other than in accordance with the terms of this Agreement. b) The receiving party shall use the same degree of care as it uses with its own propriety information to protect and maintain the confidentiality of the information of the furnishing party. The receiving party understands that he/she may review sensitive member information and trade secrets, and agrees to maintain confidentiality of all information. c) The receiving party agrees it will not allow any of its employees, agents, representatives, affiliates or any other person(s) to disclose or use any of the information of the furnishing party, except in accordance with the terms of the Agreement. d) If the receiving party or any of its employees, agents, representatives, affiliates or any other person(s) shall attempt to use or dispose of any of the information of the furnishing party in a manner contrary to the terms of this…",Confidentiality (NDA) Agreements,0.95,This agreement is focused on non-disclosure of sensitive and confidential information between the parties.
cuad_466,"Exhibit 4 Rare Element Resources Ltd. EXECUTION COPY IP Rights Agreement INTELLECTUAL PROPERTY RIGHTS AGREEMENT Synchron, a California corporation having a principal place of business at 3550 General Atomics Court, San Diego, CA 92121-1122 (or one or more Affiliates, the ""Investor""), and Rare Element Resources Ltd., a British Columbia Corporation having a principal place of business at P.O. Box 271049, Littleton, Colorado 80127 (the ""Company"") (Investor and Company each a ""Party"" and together the ""Parties""), agree as follows: I. Background of Agreement 1.00 Company is the owner of certain Patents and related Technical Information relating to rare earth mineral processing and rare earth separation. 1.01 Investor wishes to acquire certain rights under the Patents and related Technical Information in accordance with the terms of this IP Agreement. 1.02 Company and Investor are concurrently entering into an Investment Agreement (""Investment Agreement"") whereby Investor is making a monetary investment in Company. 1.03 Company is issuing the Option pursuant to which Investor will be entitled to purchase common shares of Company. II. Definitions As used herein, the following terms have the meaning set forth below: 2.01 Any term set out in this IP Agreement with its initial letters capitalized, shall have the same meaning as it has in the Investment Agreement, unless a different meaning is explicitly assigned to the term in this IP Agreement. 2.02 ""Affiliate"" has the meaning set forth in the Investment Agreement. 2.03 ""Business Day"" has the meaning set forth in the Investment Agreement. 2.04 ""Company"" has the meaning set out above in the introductory paragraph. 2.05 ""Company Improvements"" has the meaning set out below in Article 5.00. Page 1 of 15 Source: RARE ELEMENT RESOURCES LTD, SC 13D, 10/19/2017 Rare Element Resources Ltd. EXECUTION COPY IP Rights Agreement 2.06 ""Dispute"" has the meaning set out below in Article 18.00. 2.07 ""Dispute Notice"" has the meaning set out…",Licensing Agreements,0.9,"The contract involves licensing intellectual property rights related to patents and technical information, which fits the definition of licensing agreements."
cuad_188,"Exhibit 10.23 Corporate Address Fannin South Professional Building, Suite 140 7707 Fannin Street Houston, Texas 77054 t: 832.968.4888 CONSULTING AGREEMENT July 20, 2018 Gianluca Rotino Dear Gianluca: Kiromic, Inc, a Delaware corporation (the ""Company""), is pleased to this offer to this Consulting Agreement (this ""Agreement"") to retain Gianluca Rotino (""Consultant"") to perform certain consulting activities as described below on the following terms: 1. Services and Compensation. Consultant agrees to act as a consultant to Company with respect to such matters and projects as are mutually agreed from time to time by and between Consultant and Company, and perform the services described on Exhibit A hereto (collectively, ""Services""). Company agrees to pay Consultant the compensation set forth on Exhibit A hereto for the performance of the Services. 2. Confidentiality. ""Confidential Information"" means any proprietary information technical data, trade secrets or know-how, including, but not limited to, research and product plans, products, services, markets, developments, inventions, processes, formulas, technology, marketing, finances or other business information disclosed to Consultant by Company either directly or indirectly in writing, orally or otherwise. Confidential Information also includes all Inventions (as defined below) and any other information or materials generated in connection with the Services. Consultant shall not, during or subsequent to the term of this Agreement, use any Confidential Information for any purpose whatsoever other than the performance of the Services on behalf of Company, or disclose Confidential Information to any third party. Consultant agrees that Confidential Information shall remain the sole property of Company. Consultant further agrees to take all reasonable precautions to prevent any unauthorized disclosure or use of Confidential Information. Notwithstanding the above, Consultant's obligation under this Section 2(b) relating to…",Service Contracts,0.9,"This is a consulting agreement where services are provided for compensation, fitting the service contract definition."
cuad_331,"CONTENT LICENSE AGREEMENT THIS CONTENT LICENSE AGREEMENT (this ""Agreement""), dated as of December 21, 2015 (the ""Effective Date""), is entered into between Beijing Sun Seven Stars Culture Development Limited, a P.R.C. company with an address at Eastern Fangzheng Road, Southern Dongying Village, Hancunhe Town, Fangshan District, Beijing City, P.R.C. (""Licensor""), and YOU ON DEMAND HOLDINGS, INC., a Nevada corporation with an address at 375 Greenwich Street, Suite 516, New York, New York 10013 (""Licensee""). WHEREAS, Licensor and Licensee have agreed to enter into this Agreement, pursuant to which Licensor shall license to Licensee certain video programming on the terms and subject to the conditions contained in this Agreement. NOW, THEREFORE, in consideration of the foregoing, the mutual promises and covenants herein contained and other good and valuable consideration, the receipt and sufficiency of which are hereby acknowledged, and incorporating the above recitals with and into this Agreement, the parties hereby agree as follows: TERMS AND CONDITIONS 1. Definitions. (a) ""Additional Title"" shall have the meaning specified in Section 5. (b) ""Advertising"" shall have the meaning specified in Section 9. (c) ""Affiliate(s)"" shall mean an entity controlling, controlled by or under common control with a party. ""Control,"" for purposes of this definition, means direct or indirect ownership or control of more than 50% of the voting interests of the subject entity. (d) ""Confidential Information"" shall have the meaning specified in Section 14(a) [Confidential Information]. (e) ""Indemnified Party"" shall have the meaning specified in Section 13. (f) ""Indemnifying Party"" shall have the meaning specified in Section 13. (g) ""Licensor Marks"" shall have the meaning specified in Section 11. (h) ""Materials"" shall have the meaning specified in Section 4(b) [4) For Titles listed in Schedule A5]. (i) ""Mobile Sites"" shall mean any and all versions of the Licensee Sites optimized for delivery…",Licensing Agreements,0.9,"The contract is a content license agreement, which involves licensing video programming, fitting the licensing agreements category."
contractnli_100,"CONFIDENTIALITY AND NON-DISCLOSURE AGREEMENT BUSINESS: ______________________________________________________ ADDRESS: ______________________________________________________ DESCRIPTION: ASKING PRICE: . This is intended to be a legally binding document. This agreement shall be governed by and enforced in accordance with the laws of the State of California, USA as applicable to contracts to be performed therein. The undersigned (hereinafter, collectively, “Buyer”) acknowledges its/his/her desire to receive from Epsteen & Associates (“Broker”) and from the owner of the Business, described above (“Seller”) certain information pertaining to the Business, the Seller and/or the possible sale of the Business (the “Transaction”). For purpose of this Agreement, (a) the term “Buyer” means all of undersigned, including both the potential buyer interested in the Transaction, and such buyer’s broker, and both such buyer and buyer’s broker are bound by the provisions of this agreement; and (b) any information provided to Buyer, or otherwise learned by Buyer, concerning the Business, Seller or Transaction shall collectively be referred to herein as “Confidential Information”. In consideration of Broker providing Confidential Information to Buyer, Buyer agrees to the following: KEEP INFORMATION CONFIDENTIAL Buyer acknowledges that any Confidential Information disclosed to others may be damaging to the Business and the Seller. Buyer understands that Confidential Information includes, without limitation: the fact that Business is for sale; financial details; identity of suppliers and customers; and any information not generally known by public. Buyer agrees not to disclose Confidential Information to anyone other than its/his/her advisors and affiliates who both (a) have a need to know the information in connection with the Transaction; and (b) have agreed by signing a copy of this agreement to be bound by the terms of this agreement. Buyer agrees that all copies of materials and…",Confidentiality (NDA) Agreements,0.95,This is a confidentiality and non-disclosure agreement that protects sensitive information related to a business transaction.
contractnli_539,"STRICTLY CONFIDENTIAL January 27, 2012 Sycamore Partners Management, L.L.C. 9 West 57 Street, 31 Floorthst New York, New York 10019 Attention: Stefan Kaluzny Managing Director Dear Mr. Kaluzny: CONFIDENTIALITY AGREEMENT This Confidentiality Agreement (this “Agreement”) is dated as of January 27, 2012 by and between Sycamore Partners Management, L.L.C., a Delaware limited liability company (the “Receiving Party”) and The Talbots, Inc., a Delaware corporation (together with its subsidiaries, the “Company”). 1. Confidential Information; Representatives. (a) The Receiving Party is considering a possible business combination transaction (whether negotiated directly with the Company’s Board of Directors or otherwise) with respect to the Company (the “Transaction”), and, in order to assist the Receiving Party in evaluating the possible Transaction, the Company is prepared to make available to the Receiving Party certain information concerning the business, operations, strategy and prospects of the Company (all such information, the “Confidential Information”). As a condition to the Confidential Information being furnished to the Receiving Party and the directors, officers, principals, partners, members, employees, agents, consultants, related investment funds, advisors, attorneys, accountants, affiliates, potential sources of capital and financing, and financial advisors (collectively, “Representatives”) of the Receiving Party, the Receiving Party agrees to treat the Confidential Information strictly in accordance with the provisions of this Agreement and to otherwise comply, and to cause its Representatives to comply, with all obligations hereinafter set forth. (b) The term “Confidential Information” shall include, without limitation, any and all information concerning the Company and its business, operations, strategic initiatives, financing, employees, strategies or prospects that is furnished to the Receiving Party or its Representatives by or on behalf of the…",Confidentiality (NDA) Agreements,0.95,This confidentiality agreement is focused on protecting information related to a potential business transaction.
cuad_326,"Exhibit 99.1 JOINT FILING AGREEMENT Pursuant and subject to Rule 13d-1(k)(1) promulgated under the Securities Exchange Act of 1934, as amended, the undersigned hereby agree to the joint filing of the Statement on Schedule 13D to which this Joint Filing Agreement is attached, and any amendments thereto may be filed without the necessity of filing additional joint filing agreements. This Joint Filing Agreement may be executed in any number of counterparts, each of which shall be deemed an original, but all of which shall constitute one and the same instrument. The execution and filing of this agreement shall not be construed as an admission that the below-named parties are a group or have acted as a group. Dated: July 6, 2020 HPS INVESTMENT PARTNERS, LLC /s/ John Madden Name: John Madden Title: Authorized Signatory HPS MEZZANINE PARTNERS II, LLC By: HPS Investment Partners, LLC, its sole member /s/ John Madden Name: John Madden Title: Authorized Signatory [Signature Page to Joint Filing Agreement] HPS MEZZANINE PARTNERS II OFFSHORE GP, L.P. By: HPS Partners Holdings II, LLC, its general partner /s/ John Madden Name: John Madden Title: Authorized Signatory MEZZANINE PARTNERS - OFFSHORE INVESTMENT MASTER FUND II, L.P. By: HPS Mezzanine Partners II, LLC, its investment manager By: HPS Investment Partners, LLC, its sole member /s/ John Madden Name: John Madden Title: Authorized Signatory MEZZANINE PARTNERS II OFFSHORE LUX S.À R.L /s/ John Madden Name: John Madden Title: Authorized Signatory MEZZANINE PARTNERS II OFFSHORE LUX S.À R.L II /s/ John Madden Name: John Madden Title: Authorized Signatory [Signature Page to Joint Filing Agreement] HPS MEZZANINE PARTNERS II GP, L.P. By: HPS Partners Holdings II, LLC, its general partner /s/ John Madden Name: John Madden Title: Authorized Signatory MEZZANINE PARTNERS II, L.P. By: HPS Mezzanine Partners II Offshore GP, L.P., its general partner By: HPS Partners Holdings II, LLC, its general partner /s/ John Madden Name: John Madden…",Partnership Agreements,0.8,"This joint filing agreement suggests a collaborative effort among multiple parties, which aligns with partnership agreements."
cuad_37,"EXHIBIT 10.1 PROMOTION AGREEMENT This Promotion Agreement (""Agreement"") is entered into as of February 3, 2010 (""Effective Date"") by and between MiddleBrook Pharmaceuticals, Inc. (""MBRK"") , a Delaware corporation with offices at 7 Village Circle, Suite 100, Westlake, TX 76262 and DoctorDirectory.com, Inc. (""DD"") , a South Carolina Corporation, with offices at One Page Avenue, Suite 280, Asheville, NC 28801. WHEREAS DD provides advertising, promotion and marketing services to pharmaceutical companies that seek to market their products to physicians and other allied medical professionals including nurses, nurse practitioners, and physician assistants; and WHEREAS MBRK markets prescription drug products, including its product known as MOXATAG® (""MOXATAG"") to licensed physicians, nurses, nurse practitioners, and physician assistants in the United States (""US"") whose clinical practice is consistent with MOXATAG's approved labeling; and WHEREAS MBRK seeks to have MOXATAG promoted to as many licensed US physicians, nurse practitioners and physician assistants whose clinical practice is consistent with MOXATAG's approved labeling as is possible and practical. THEREFORE, for good and valuable consideration, the sufficiency and receipt of which is hereby acknowledged, the Parties agree that DD will promote MOXATAG to certain US physicians and others as identified in this Agreement subject to the terms and conditions as set forth below: Section 1 — Definitions The terms as used in this Agreement will have the meanings as follows: (a) ""Actual DD Target Segment MOXATAG TRx"" means the total actual number of MOXATAG prescriptions filled in the US during the applicable Promotional Measurement Period and written by DD Target Segment Prescribers as stipulated by the Prescriber Data. (b) ""Actual DD Target Segment MOXATAG TRx Tablets"" means the average number of tablets contained in all MOXATAG TRx during the applicable Promotional Measurement Period as stipulated by the Prescriber…",Service Contracts,0.85,"This promotion agreement involves providing marketing services, which fits the definition of a service contract."
contractnli_470,"NON-DISCLOSURE AGREEMENT This Agreement, made and entered into as of the 30th day of March, 2001, by and between MyPoints.com, Inc., a corporation organized under the laws of the State of Delaware, having a place of business at 100 California St., 12th Floor, San Francisco, CA 94111 (""MyPoints.com""), and United NewVentures, a division of United Airlines, Inc. with its principal place of business at 1200 E. Algonquin Rd, Elk Grove Village, IL 60007 (""Receiving Party""). WHEREAS, MyPoints.com is engaged in the business of marketing and selling online business programs and services, and owns and operates the MyPoints(R) Program, BonusMail(R) Program and other internet related programs; WHEREAS, Receiving Party, in conjunction with OurHouse, Inc., has indicated an interest in potentially acquiring MyPoints.com and in this regard has requested certain financial, business, technical and other information about MyPoints.com which information is proprietary to, and held as the confidential information of, MyPoints.com (hereinafter referred to as the ""Confidential Information""); WHEREAS, MyPoints.com has agreed to provide the Confidential Information to Receiving Party, and Receiving Party agrees to accept such Confidential Information only in strict accordance with the provisions of this Agreement. NOW, THEREFORE, in consideration of the mutual agreements contained herein, and other good and valuable consideration, the receipt and sufficiency of which is hereby mutually acknowledged, the parties agree as follows: 1. This Agreement shall bind Receiving Party and those taking under it with regard to all Confidential Information disclosed to, or obtained by, Receiving Party hereunder. For the purposes of this Agreement Confidential Information shall include all information disclosed, directly or indirectly, through any means of communication or observation, by MyPoints.com to or for the benefit of Receiving Party, that relates to or is derived from MyPoints.com's technical,…",Confidentiality (NDA) Agreements,0.95,The contract is a Non-Disclosure Agreement (NDA) that outlines the obligations of the parties regarding the handling of confidential information.
contractnli_534,"MUTUAL CONFIDENTIALITY/NON-DISCLOSURE AGREEMENT This Agreement is made on August 10, 2015 by and between DAEGIS, INC., having a principal place of business at 600 East Las Colinas Blvd., Suite 1500, Irving, Texas 75039 and Open Text Corporation, having a principal place of business at 275 Frank Tompa Drive, Waterloo, Ontario, Canada (“you” or the “Other Party”). You have requested information regarding Daegis Inc., a Delaware corporation (collectively, with its subsidiaries, the “Company”) with respect to a proposed Transaction as detailed below. Such a Transaction could include a possible purchase of all or a portion of the stock, assets or business of the Company, or any related transactions as may be mutually agreed to between you and the Company (each, a “Transaction”). In connection with your consideration of any possible Transaction, the Company is prepared to furnish you with certain “Evaluation Material” (as defined in Appendix A hereto) in accordance with the provisions of this agreement (the “Confidentiality Agreement”). 1. Use of Evaluation Material. You and each individual or entity you provide access to the Evaluation Material agree: (a) to use the Evaluation Material solely for the purpose of determining whether you wish to enter into any possible Transaction and the terms thereof, and (b) subject to the section captioned “Legally Required Disclosure” below, to keep the Evaluation Material strictly confidential, and not to disclose or use any of the Evaluation Material in any manner inconsistent with this Confidentiality Agreement; provided, however, that any of such information may be disclosed to your Affiliates (as defined in Appendix A hereto) and the Representatives (as defined in Appendix A hereto) who need to know such information for the sole purpose of helping you evaluate a possible Transaction. You agree to be responsible for any breach of this Confidentiality Agreement by any of your Affiliates and the Representatives. 2. Non-Disclosure of…",Confidentiality (NDA) Agreements,0.95,This is a Mutual Confidentiality/Non-Disclosure Agreement detailing the handling of confidential information related to a potential transaction.
contractnli_337,"Non Disclosure and Confidentiality Agreement This Confidentiality Agreement (“Agreement”), entered into as of ________ _____(“Effective Date”), is by and between Signal Energy, LLC, (including its affiliates, EMJ Corporation, Signal Wind Energy, LLC and Signal Solar, LLC), having its principal offices at 2034 Hamilton Place Blvd., Suite 400, Chattanooga, TN 37421 (“Company”), and ________________________________________________ and its affiliates, (“Counterparty”). WHEREAS, Company and Counterparty shall each be referred to as a “Party” and collectively as the “Parties”; WHEREAS the Parties desire to hold discussions and exchange information regarding Counterparty’s equipment and/or services to Company related to wind energy facilities, solar energy facilities, energy facilities, business evaluation, funding, purchase agreement or other business transaction (collectively the “Transactions”); WHEREAS, in the course of evaluating the Transactions it will be necessary for Company (“Disclosing Party”) to release certain Confidential Information (as defined below) to the Counterparty (“Receiving Party”); NOW, THEREFORE, in consideration of the mutual promises and covenants made herein, the receipt and sufficiency of which is hereby acknowledged, and with the intent to be legally bound hereby, the Parties agree as follows: 1. Confidential Information. “Confidential Information” shall mean all information, regardless of the form in which it is communicated or maintained (whether oral, written, electronic or visual) and whether prepared by Company or otherwise, which is disclosed to Counterparty, regardless of whether such information is disclosed intentionally or inadvertently, before or after the execution of this Agreement, in connection with the Transaction and including all records, reports, analyses, notes, memoranda, documentation, knowledge, data, specifications, diagrams, statistics, systems or software, manuals, business plans, operational information or…",Confidentiality (NDA) Agreements,0.95,The contract is a Confidentiality Agreement that specifies the terms under which confidential information will be shared between the parties.
cuad_91,"Exhibit 10.23 TECHNOLOGY OUTSOURCING AGREEMENT This Master Agreement is made as of the 26 day of January, 2007 (the ""Effective Date""), by and between Oriental Financial Group Inc., a Puerto Rico financial holding company (""Customer""), and Metavante Corporation, a Wisconsin corporation (""Metavante""). Customer desires Metavante to provide to Customer the services and licenses as set forth in this Agreement and its amendments, and Metavante desires to provide such services and licenses to Customer, all as provided in this Agreement and its amendments. THEREFORE, in consideration of the payments to be made and services to be performed hereunder, upon the terms and subject to the conditions set forth in this Agreement and intending to be legally bound, the parties hereto agree as follows: Metavante shall provide to Customer and Customer shall receive from Metavante, all upon the terms and conditions set forth in this Agreement and Amendments, the Services and licenses specified. The term of this Agreement shall commence on the Effective Date and end on November 30, 2014 (the ""Initial Term""). The parties also agree to use their best efforts to perform the Conversion(s) such that the Commencement Date occurs on or before November 5, 2007. As of the Effective Date, the parties acknowledge that this Agreement includes the following Schedules: Current Capabilities Schedule Conversion Plan Schedule Services and Charges Schedule Planned Enhancement and Interface Schedule Service Level Schedule Termination Fee Schedule Strategic Network Solution Schedule (To be added as mutually agreed by Customer and Metavante) MasterCard® SecureCode™ Service Participation Schedule As of the Effective Date, the parties acknowledge that Services and licenses will be provided for Customer and the Affiliates of Customer that are listed in Exhibit A, attached hereto. For purposes of this Agreement, the term ""Customer"" includes all Affiliates listed in Exhibit A, attached hereto. By signing below,…",Service Contracts,0.85,"The Technology Outsourcing Agreement involves the provision of services and licenses, indicating a service contract."
cuad_482,"Exhibit 10.1 SPONSORSHIP AGREEMENT BY AND BETWEEN ANTHEMIC, LLC & VNUE This Sponsorship Agreement (the Agreement) is entered into as of JUNE 23, 2015 (the ""Effective Date"") by and between ANTHEMIC, LLC (""ANTHEMIC"") and VNUE INC (the ""Sponsor""). A. ANTHEMIC is producing FLOODFEST Chicago 2015. In this Agreement, ""Event"" means the FLOODfest Event at the Virgin Hotel Chicago. The Event is scheduled for Thursday July 30, 2015 thru Saturday, August 1st, 2015 (the ""Event Date(s)""). B. VNUE is a video streaming App/Technology Company. ANTHEMIC and VNUE both want VNUE to be a sponsor of the Event under the terms of this Agreement. For and in consideration of the mutual covenants, rights, and obligations set forth in this Agreement, the parties agree as follows: 1. Sponsorship. (a) During the term of this Agreement, the Sponsor will be a co-presenting sponsor of FLOODfest Chicago at Virgin Hotel, which entitles the Sponsor to the following: (i) Sponsor will be a non-exclusive co-presenting sponsor of the Event. (ii) ANTHEMIC shall provide to Sponsor space for a VNUE activation on the 3rd Floor at Virgin Hotel (the ""Sponsor area""). This space will be roughly 10 feet by 10 feet (100 square feet). (iii) Sponsor shall receive access to the On-Site Event Dates location for onsite distribution of Company approved marketing materials. Specific amount of said materials To Be Determined, after being mutually agreed upon by both ANTHEMIC and VNUE. (iv) Sponsor will be included as co-presenting partner upon on-site signage. (v) Distribute approved promotional materials as part of VNUE's activation, VNUE responsible for staffing of said activation. (vi) Conduct demonstrations, approved activation in designated area on 3rd Floor (vii) Name or logo usage of FLOODfest Chicago use, No Rights for use of official Lollapalooza Festival are given as part of this sponsorship. (viii) Rights to event marks subject to FLOOD Magazine and ANTHEMIC approval. (ix) The Sponsor's logo or name on Event…",Service Contracts,0.85,"The Sponsorship Agreement outlines services provided in connection with an event, classifying it as a service contract."
contractnli_435,"MUTUAL NONDISCLOSURE AGREEMENT Effective Date: 12/10/98 This Agreement governs the disclosure of information by and between Yahoo! Inc., a California corporation, and Restrac, Inc. (""Participant""). 1. The ""Confidential Information"" is that confidential, proprietary, and trade secret information being disclosed by the disclosing party described as (please be specific): (a) Yahoo Confidential Information (owned by Yahoo and any of its affiliates): Resume and Employment Related. (b) Participant Confidential Information: Resume and Employment Related. 2. Except as set forth in this Section 2, all Confidential Information shall be in tangible form and shall be marked as Confidential or proprietary information of the disclosing party. If the Confidential Information is disclosed orally or visually, it shall be identified as such at the time of disclosure and confirmed in a writing to the recipient within thirty (30) days of such disclosure. 3. Each of the parties agrees that it will not make use of, disseminate, or in any way disclose any Confidential Information of the other party to any person, firm or business, except to the extent necessary for negotiations, discussions and consultations with personnel or authorized representatives of the other party and any purpose the other party may hereafter authorize in writing. Each of the parties agrees that it shall disclose Confidential Information of the other party only to those of its employees who need to know such information and who have previously agreed, either as a condition to employment or in order to obtain the Confidential Information, to be bound by terms and conditions substantially similar to those of this Agreement. 4. There shall be no liability for disclosure or use of Confidential Information which is (a) in the public domain through no fault of the receiving party (b) rightfully received from a third party without any obligation of confidentiality, (c) rightfully known to the receiving party without any…",Confidentiality (NDA) Agreements,0.95,This is a Mutual Nondisclosure Agreement that governs the disclosure of confidential information between the parties.
contractnli_204,"NON-DISCLOSURE AGREEMENT (NDA) THIS AGREEMENT is made on __________ by and between _________________________________, (""Discloser"") and M5 Computer Security (""Recipient""). 1. Purpose. The Discloser has agreed to make available to the Recipient certain Confidential Information (as defined below) of the Discloser for the purpose of performing an Information Security Assessment of the Discloser. Additionally, while performing Penetration Testing activities, the Recipient may discover Confidential Information about the Discloser. 2. Definition. ""Confidential Information"" means any information, technical data, or know-how, including, but not limited to, that which relates to research, product plans, products, services, customers, markets, software, developments, inventions, processes, designs, drawings, engineering, hardware configuration information, marketing or finances, which Confidential Information is designated in writing to be confidential or proprietary, or if given orally, is confirmed promptly in writing as having been disclosed as confidential or proprietary. Confidential Information does not include information, technical data or know-how which: (i) is in the possession of the receiving party at the time of disclosure as shown by the receiving party's files and records immediately prior to the time of disclosure; (ii) prior or after the time of disclosure becomes part of the public knowledge or literature, not as a result of any inaction or action of the receiving party; or (iii) is approved for release by the Discloser in writing. 3. Non-Disclosure of Confidential Information. The Recipient agrees not to use the Confidential Information for any purpose other than that set forth in Section 1 of this Agreement. The Recipient will not disclose any Confidential Information to third parties except those directors, officers, employees, consultants and agents of Recipient who are required to have the information in order to carry out the purpose set forth in…",Confidentiality (NDA) Agreements,0.95,The contract is a Non-Disclosure Agreement that defines the terms for sharing confidential information for a specific purpose.
